round,mean,p10,p50,p90
1.193000000000000000e+03,9.789750000000000796e+01,9.718399999999999750e+01,9.812000000000000455e+01,9.846100000000001273e+01
1.194000000000000000e+03,9.788849999999999341e+01,9.731899999999998840e+01,9.818500000000000227e+01,9.849199999999999022e+01
1.195000000000000000e+03,9.794500000000002160e+01,9.769599999999999795e+01,9.815000000000000568e+01,9.841499999999999204e+01
1.196000000000000000e+03,9.786950000000001637e+01,9.677900000000001057e+01,9.820000000000000284e+01,9.842100000000000648e+01
1.197000000000000000e+03,9.749049999999999727e+01,9.577200000000000557e+01,9.791499999999999204e+01,9.839100000000000534e+01
1.198000000000000000e+03,9.786950000000001637e+01,9.759599999999998943e+01,9.790500000000000114e+01,9.845100000000000762e+01
1.199000000000000000e+03,9.772450000000000614e+01,9.665200000000000102e+01,9.800000000000000000e+01,9.846200000000000330e+01
1.200000000000000000e+03,9.785349999999999682e+01,9.716900000000001114e+01,9.800000000000000000e+01,9.836299999999999955e+01
1.201000000000000000e+03,9.804249999999998977e+01,9.751900000000000546e+01,9.824500000000000455e+01,9.848100000000000875e+01
1.202000000000000000e+03,9.775150000000000716e+01,9.654900000000000659e+01,9.812500000000000000e+01,9.849099999999999966e+01
1.203000000000000000e+03,9.798399999999999466e+01,9.717199999999999704e+01,9.820499999999999829e+01,9.840900000000000603e+01
1.204000000000000000e+03,9.787899999999999068e+01,9.684100000000000819e+01,9.808500000000000796e+01,9.848499999999999943e+01
1.205000000000000000e+03,9.771549999999999159e+01,9.665300000000000580e+01,9.813499999999999091e+01,9.844400000000001683e+01
1.206000000000000000e+03,9.773999999999999488e+01,9.658400000000000318e+01,9.796500000000000341e+01,9.849199999999999022e+01
1.207000000000000000e+03,9.776800000000000068e+01,9.670700000000000784e+01,9.815500000000000114e+01,9.843199999999998795e+01
1.208000000000000000e+03,9.770900000000001739e+01,9.723299999999998988e+01,9.790999999999999659e+01,9.837699999999999534e+01
1.209000000000000000e+03,9.771399999999998442e+01,9.657399999999999807e+01,9.812500000000000000e+01,9.836599999999999966e+01
1.210000000000000000e+03,9.747300000000001319e+01,9.644199999999999307e+01,9.771500000000000341e+01,9.830100000000000193e+01
1.211000000000000000e+03,9.777699999999998681e+01,9.718200000000000216e+01,9.787999999999999545e+01,9.832999999999999829e+01
1.212000000000000000e+03,9.790849999999998943e+01,9.726999999999999602e+01,9.812999999999999545e+01,9.844100000000001671e+01
1.213000000000000000e+03,9.804900000000000659e+01,9.733700000000000330e+01,9.815500000000000114e+01,9.848000000000000398e+01
1.214000000000000000e+03,9.778700000000002035e+01,9.700499999999999545e+01,9.790500000000000114e+01,9.833299999999999841e+01
1.215000000000000000e+03,9.788600000000000989e+01,9.756900000000000261e+01,9.802000000000001023e+01,9.847100000000000364e+01
1.216000000000000000e+03,9.813249999999999318e+01,9.778899999999998727e+01,9.815000000000000568e+01,9.848999999999999488e+01
1.217000000000000000e+03,9.787400000000000944e+01,9.704999999999999716e+01,9.805000000000001137e+01,9.842000000000000171e+01
1.218000000000000000e+03,9.779200000000000159e+01,9.735000000000000853e+01,9.787500000000000000e+01,9.831300000000000239e+01
1.219000000000000000e+03,9.794000000000001194e+01,9.725300000000000011e+01,9.815999999999999659e+01,9.835800000000000409e+01
1.220000000000000000e+03,9.793200000000000216e+01,9.739300000000000068e+01,9.803000000000000114e+01,9.844199999999999307e+01
1.221000000000000000e+03,9.789250000000001251e+01,9.665200000000000102e+01,9.815999999999999659e+01,9.849199999999999022e+01
1.222000000000000000e+03,9.806949999999999079e+01,9.765899999999999181e+01,9.815500000000000114e+01,9.840800000000000125e+01
1.223000000000000000e+03,9.801999999999999602e+01,9.759199999999999875e+01,9.807000000000000739e+01,9.847100000000000364e+01
1.224000000000000000e+03,9.790749999999999886e+01,9.741500000000000625e+01,9.784000000000000341e+01,9.832599999999999341e+01
1.225000000000000000e+03,9.811650000000000205e+01,9.778600000000000136e+01,9.819499999999999318e+01,9.846500000000000341e+01
1.226000000000000000e+03,9.795050000000000523e+01,9.758199999999999363e+01,9.789499999999999602e+01,9.842799999999999727e+01
1.227000000000000000e+03,9.805300000000001148e+01,9.766800000000000637e+01,9.815999999999999659e+01,9.852100000000000080e+01
1.228000000000000000e+03,9.784199999999999875e+01,9.708199999999999363e+01,9.795499999999999829e+01,9.840300000000000580e+01
1.229000000000000000e+03,9.811950000000000216e+01,9.772400000000000375e+01,9.824500000000000455e+01,9.844800000000000750e+01
1.230000000000000000e+03,9.815949999999999420e+01,9.775399999999999068e+01,9.823499999999999943e+01,9.848999999999999488e+01
1.231000000000000000e+03,9.803399999999999181e+01,9.758299999999999841e+01,9.812999999999999545e+01,9.844000000000001194e+01
1.232000000000000000e+03,9.783400000000000318e+01,9.702099999999998658e+01,9.815500000000000114e+01,9.844700000000001694e+01
1.233000000000000000e+03,9.802600000000001046e+01,9.760699999999999932e+01,9.818000000000000682e+01,9.845600000000000307e+01
1.234000000000000000e+03,9.803300000000001546e+01,9.732100000000001216e+01,9.816500000000000625e+01,9.841400000000000148e+01
1.235000000000000000e+03,9.788049999999999784e+01,9.713900000000001000e+01,9.796000000000000796e+01,9.841499999999999204e+01
1.236000000000000000e+03,9.784350000000000591e+01,9.713299999999999557e+01,9.811999999999999034e+01,9.838499999999999091e+01
1.237000000000000000e+03,9.778950000000000387e+01,9.661799999999999500e+01,9.810999999999998522e+01,9.841599999999999682e+01
1.238000000000000000e+03,9.781350000000000477e+01,9.711699999999999022e+01,9.796999999999999886e+01,9.836299999999999955e+01
1.239000000000000000e+03,9.790350000000002240e+01,9.712300000000000466e+01,9.812999999999999545e+01,9.842700000000000671e+01
1.240000000000000000e+03,9.794900000000002649e+01,9.760299999999999443e+01,9.806999999999999318e+01,9.838599999999999568e+01
1.241000000000000000e+03,9.803299999999998704e+01,9.748399999999999466e+01,9.819999999999998863e+01,9.836199999999999477e+01
1.242000000000000000e+03,9.774099999999998545e+01,9.712199999999999989e+01,9.807000000000000739e+01,9.836400000000000432e+01
