R_common_used,aggregation,alpha,auc_over_rounds,auc_over_time_of_round,dataset,final_acc_common_round,final_cvar10_error,final_gini_acc,final_jain_acc,final_min_acc,final_p10_acc,final_p90_acc,final_var_acc,max_acc_common_round,network_chunk_delivery_ratio,network_mean_latency_s,network_mean_packet_loss,network_p50_latency_s,network_p90_packet_loss,network_tx_count,num_nodes,runtime_s,seed,time_to_50,time_to_60,time_to_70,wall_time_s
3275,dflaa,0.1,294813.28825,172755.11524484068,mnist,94.87950000000001,12.900000000000006,0.018900552806454307,0.9986928175708926,86.97,90.164,97.949,11.782814750000005,96.02349999999998,0.8196505364069393,0.004756328544528853,0.18537971267173114,0.0048794313640139145,0.27146212527955693,797926.0,20,3000,42,13.75027991672848,31.311934039858162,75.94281349385591,3000.7268857955933
3316,dflaa,0.5,322074.7635,192063.23175169778,mnist,98.05549999999998,2.9100000000000037,0.0022484715288793033,0.9999808181494229,96.8,97.461,98.41199999999999,0.18443475000000015,98.21799999999999,0.8202347611989291,0.004748553516066254,0.18491321096397528,0.004872200296136988,0.2713493259833207,783064.0,20,3000,42,5.121440649032593,5.121440649032593,5.761186029004997,3000.6265499591827
3583,dflaa,1.0,350393.0755,210991.34185850614,mnist,98.387,2.1499999999999986,0.0013502800166689255,0.9999933098600305,97.67,98.048,98.634,0.06476099999999967,98.44350000000003,0.8204962442551749,0.004744732428874152,0.18468394573244915,0.004865787385500902,0.2712827765344017,770003.0,20,3000,42,5.224977731704712,5.224977731704712,5.224977731704712,3000.6589510440826
