round,mean,p10,p50,p90
1.000000000000000000e+00,8.025527793462577941e-01,7.830434782608695077e-01,8.025362318840579823e-01,8.354192546583851797e-01
2.000000000000000000e+00,8.017999325553673007e-01,7.720217391304348142e-01,8.019565217391304568e-01,8.287267080745341907e-01
3.000000000000000000e+00,8.050424979609763776e-01,7.816521739130435353e-01,8.039328063241106825e-01,8.418633540372671975e-01
4.000000000000000000e+00,8.058434500282325441e-01,7.819565217391304390e-01,8.077922077922077282e-01,8.313260869565217703e-01
5.000000000000000000e+00,8.008272790011921050e-01,7.669927536231884169e-01,7.997101449275362262e-01,8.289130434782608914e-01
6.000000000000000000e+00,8.108106844845975880e-01,7.738260869565217748e-01,8.115612648221344205e-01,8.351708074534162085e-01
7.000000000000000000e+00,8.046687334404725167e-01,7.834615384615385425e-01,8.052717391304347050e-01,8.354106280193236422e-01
8.000000000000000000e+00,8.029186194240542918e-01,7.756739130434782137e-01,8.035869565217390598e-01,8.333229813664596586e-01
9.000000000000000000e+00,8.072603012929100430e-01,7.815802675585284964e-01,8.050724637681159201e-01,8.338509316770186253e-01
1.000000000000000000e+01,8.098333297137644271e-01,7.842101449275362679e-01,8.039855072463768515e-01,8.362732919254659558e-01
1.100000000000000000e+01,8.118814217183780713e-01,7.784147157190635102e-01,8.153985507246377384e-01,8.402898550724637872e-01
1.200000000000000000e+01,8.115659286365808356e-01,7.723913043478261020e-01,8.148550724637680931e-01,8.378260869565217206e-01
1.300000000000000000e+01,8.105262750534490968e-01,7.770072463768116222e-01,8.049407114624506088e-01,8.515942028985507006e-01
1.400000000000000000e+01,8.123244068733199708e-01,7.799264214046822685e-01,8.116425120772947643e-01,8.391304347826087362e-01
1.500000000000000000e+01,8.077248301215693704e-01,7.777224080267558515e-01,8.037988581466841698e-01,8.424637681159420355e-01
1.600000000000000000e+01,8.123497390290868037e-01,7.783177257525083492e-01,8.178260869565217028e-01,8.363768115942028514e-01
1.700000000000000000e+01,8.061829764438460666e-01,7.837173913043478102e-01,8.058498023715414682e-01,8.481159420289855477e-01
1.800000000000000000e+01,8.111992916503785178e-01,7.751170568561872587e-01,8.070048309178743384e-01,8.573913043478261775e-01
1.900000000000000000e+01,8.113379531096921449e-01,7.694782608695651671e-01,8.056763285024155508e-01,8.476811594202898759e-01
2.000000000000000000e+01,8.083903686892819351e-01,7.803188405797101268e-01,8.043478260869565410e-01,8.347681159420290431e-01
2.100000000000000000e+01,8.138044992447165393e-01,7.810101010101010433e-01,8.137598814229248800e-01,8.555797101449275077e-01
2.200000000000000000e+01,8.090957822370865582e-01,7.804637681159419804e-01,8.057312252964426991e-01,8.453623188405796629e-01
2.300000000000000000e+01,8.121221924211055043e-01,7.888792270531401751e-01,8.070393374741200443e-01,8.343333333333333712e-01
2.400000000000000000e+01,8.077918235146495096e-01,7.717753623188405854e-01,8.095059288537549413e-01,8.447826086956521374e-01
2.500000000000000000e+01,8.080032153836501640e-01,7.719130434782608408e-01,8.048913043478260754e-01,8.387681159420290466e-01
2.600000000000000000e+01,8.126129227053141557e-01,7.626245059288537798e-01,8.117391304347825187e-01,8.526086956521738980e-01
2.700000000000000000e+01,8.158773056653492173e-01,7.878260869565217872e-01,8.145750988142292925e-01,8.492753623188405987e-01
2.800000000000000000e+01,8.134021425434470043e-01,7.813438735177865579e-01,8.176086956521739779e-01,8.462681159420289978e-01
2.900000000000000000e+01,8.130966026726895723e-01,7.776328502415458255e-01,8.114130434782609314e-01,8.463043478260869890e-01
3.000000000000000000e+01,8.161092210929167257e-01,7.819565217391304390e-01,8.130978260869565766e-01,8.613768115942028736e-01
3.100000000000000000e+01,8.118508140410314322e-01,7.635748792270531382e-01,8.108937198067632801e-01,8.507971014492753392e-01
3.200000000000000000e+01,8.159123141351400932e-01,7.773188405797101241e-01,8.193456302151954640e-01,8.493478260869564700e-01
3.300000000000000000e+01,8.115614138277182921e-01,7.744927536231883680e-01,8.141304347826087140e-01,8.399999999999999689e-01
3.400000000000000000e+01,8.143034930045798259e-01,7.743478260869565144e-01,8.146986166007905705e-01,8.441149068322981730e-01
3.500000000000000000e+01,8.164563021519544161e-01,7.812450592885374911e-01,8.193675889328062567e-01,8.505900621118012150e-01
3.600000000000000000e+01,8.105374552983249936e-01,7.775966183574879453e-01,8.140217391304347405e-01,8.317546583850932151e-01
3.700000000000000000e+01,8.139699557688688802e-01,7.792028985507246652e-01,8.165568730786121332e-01,8.463043478260869890e-01
3.800000000000000000e+01,8.116781400966182058e-01,7.760144927536232196e-01,8.119988706945229229e-01,8.492753623188405987e-01
3.900000000000000000e+01,8.127891492565405551e-01,7.820652173913044125e-01,8.133816425120772298e-01,8.351086956521739380e-01
4.000000000000000000e+01,8.116214238659891222e-01,7.748913043478261597e-01,8.177173913043478404e-01,8.357608695652174458e-01
4.100000000000000000e+01,8.112949369471108563e-01,7.768115942028985810e-01,8.145454545454544615e-01,8.391304347826087362e-01
4.200000000000000000e+01,8.083438499905891694e-01,7.682971014492753214e-01,8.108695652173912860e-01,8.373043478260869810e-01
4.300000000000000000e+01,8.116462293744900469e-01,7.612862318840579734e-01,8.141304347826086030e-01,8.417391304347825454e-01
4.400000000000000000e+01,8.118536686743208497e-01,7.767028985507247185e-01,8.145169082125602866e-01,8.362732919254658448e-01
4.500000000000000000e+01,8.130295031055899679e-01,7.823913043478261109e-01,8.155797101449275832e-01,8.335714285714285188e-01
4.600000000000000000e+01,8.123844500909717103e-01,7.822360248447205455e-01,8.091567852437417940e-01,8.454813664596273481e-01
4.700000000000000000e+01,8.105403413012108871e-01,7.756521739130434190e-01,8.131521739130435078e-01,8.445807453416148691e-01
4.800000000000000000e+01,8.098035792709705749e-01,7.783850931677018803e-01,8.127173913043478359e-01,8.387577639751552239e-01
4.900000000000000000e+01,8.103818464144550981e-01,7.740890269151138314e-01,8.153557312252963651e-01,8.335403726708074945e-01
5.000000000000000000e+01,8.150414078674949048e-01,7.861956521739130732e-01,8.179347826086956763e-01,8.385714285714286342e-01
5.100000000000000000e+01,8.106668391994480416e-01,7.921428571428571486e-01,8.071739130434782972e-01,8.349689440993788292e-01
5.200000000000000000e+01,8.170320910973083439e-01,7.934782608695651884e-01,8.149516908212559585e-01,8.373913043478260487e-01
5.300000000000000000e+01,8.194867149758454650e-01,7.889130434782608559e-01,8.145410628019323918e-01,8.496894409937888470e-01
5.400000000000000000e+01,8.130006901311247480e-01,7.923291925465838492e-01,8.103105590062111840e-01,8.289937888198758431e-01
5.500000000000000000e+01,8.161704623878535125e-01,7.888198757763975610e-01,8.158385093167701552e-01,8.486459627329192568e-01
5.600000000000000000e+01,8.144943064182195158e-01,7.773188405797101241e-01,8.176086956521739779e-01,8.435403726708075034e-01
5.700000000000000000e+01,8.192680296756383873e-01,7.951677018633540595e-01,8.130434782608695343e-01,8.375279503105590440e-01
5.800000000000000000e+01,8.210125086266391037e-01,7.974999999999999867e-01,8.214975845410628086e-01,8.501242236024845189e-01
5.900000000000000000e+01,8.205257936507937000e-01,7.904968944099378669e-01,8.149456521739130155e-01,8.536024844720496718e-01
6.000000000000000000e+01,8.190976535541751868e-01,7.839130434782608514e-01,8.199275362318840799e-01,8.543354037267081313e-01
6.100000000000000000e+01,8.173310747223789807e-01,7.895652173913043637e-01,8.199516908212560740e-01,8.437888198757763636e-01
6.200000000000000000e+01,8.185760869565218423e-01,7.910978260869565570e-01,8.190760869565216762e-01,8.371118012422360533e-01
6.300000000000000000e+01,8.225314009661838233e-01,7.977391304347826173e-01,8.246376811594202660e-01,8.415217391304348205e-01
6.400000000000000000e+01,8.169950122341429477e-01,7.907171089779785333e-01,8.164734299516908100e-01,8.473540372670806953e-01
6.500000000000000000e+01,8.176882489491184014e-01,7.869169960474308168e-01,8.147826086956522218e-01,8.453333333333332700e-01
6.600000000000000000e+01,8.168941981931112650e-01,7.906775832862789066e-01,8.158212560386473022e-01,8.396521739130434758e-01
6.700000000000000000e+01,8.186270311813789169e-01,7.968577075098813856e-01,8.127536231884058271e-01,8.460041407867494589e-01
6.800000000000000000e+01,8.124539023778154512e-01,7.886956521739131309e-01,8.168115942028986165e-01,8.353260869565216629e-01
6.900000000000000000e+01,8.141663216011041371e-01,7.939130434782608603e-01,8.143478260869565499e-01,8.442981366459627601e-01
7.000000000000000000e+01,8.168293886065626230e-01,7.858102766798419347e-01,8.184057971014493393e-01,8.397101449275362617e-01
7.100000000000000000e+01,8.166454451345754872e-01,7.997233201581027684e-01,8.154347826086956186e-01,8.344409937888199735e-01
7.200000000000000000e+01,8.156923583662714083e-01,7.856211180124224036e-01,8.170289855072463414e-01,8.404347826086957518e-01
7.300000000000000000e+01,8.212097684923772567e-01,7.896329757199322952e-01,8.134782608695652062e-01,8.634057971014492683e-01
7.400000000000000000e+01,8.181851904134512798e-01,7.862789384528514613e-01,8.221739130434781995e-01,8.505175983436853437e-01
7.500000000000000000e+01,8.179582784365395653e-01,7.913043478260869401e-01,8.125603864734298742e-01,8.423913043478261642e-01
7.600000000000000000e+01,8.203530412823889506e-01,7.948221343873517197e-01,8.196687370600413969e-01,8.482608695652174013e-01
7.700000000000000000e+01,8.142079020013802682e-01,7.871422924901185780e-01,8.104658385093167494e-01,8.388819875776397650e-01
7.800000000000000000e+01,8.137601559068949886e-01,7.906324110671936189e-01,8.143719806763285440e-01,8.422463768115941996e-01
7.900000000000000000e+01,8.076736777715038951e-01,7.866007905138340250e-01,8.113142292490118646e-01,8.270108695652174102e-01
8.000000000000000000e+01,8.121721171340736678e-01,7.913833992094861935e-01,8.123188405797101552e-01,8.355615942028985499e-01
8.100000000000000000e+01,8.100616726268901058e-01,7.891501976284585052e-01,8.047584541062802188e-01,8.355072463768115076e-01
8.200000000000000000e+01,8.110885376700596172e-01,7.791699604743083096e-01,8.130434782608695343e-01,8.320652173913043459e-01
8.300000000000000000e+01,8.137670566148826889e-01,7.856126482213439122e-01,8.130434782608695343e-01,8.389565217391304897e-01
8.400000000000000000e+01,8.091505077048555261e-01,7.897324414715718444e-01,8.060606060606061440e-01,8.361521739130435282e-01
8.500000000000000000e+01,8.103631338468295642e-01,7.885036702428006583e-01,8.075362318840579867e-01,8.395652173913044081e-01
8.600000000000000000e+01,8.152070942342681814e-01,7.858695652173913748e-01,8.076679841897232981e-01,8.544565217391304479e-01
8.700000000000000000e+01,8.146564558629776354e-01,7.973517786561264975e-01,8.142574816487859746e-01,8.327536231884058449e-01
8.800000000000000000e+01,8.111917152895413707e-01,7.939820565907521610e-01,8.117753623188406209e-01,8.393913043478261615e-01
8.900000000000000000e+01,8.092455847292804316e-01,7.909486166007905217e-01,8.041666666666666963e-01,8.369565217391304879e-01
9.000000000000000000e+01,8.126280663780665048e-01,7.934782608695651884e-01,8.115424430641822173e-01,8.310434782608695503e-01
9.100000000000000000e+01,8.099551885312754607e-01,7.910559006211179689e-01,8.083333333333333481e-01,8.364130434782608425e-01
9.200000000000000000e+01,8.114806841709016894e-01,7.980331262939959203e-01,8.069358178053830377e-01,8.312608695652173862e-01
9.300000000000000000e+01,8.100655232448710219e-01,7.848602484472049223e-01,8.081192358366271478e-01,8.379999999999999671e-01
9.400000000000000000e+01,8.074140159357549029e-01,7.806211180124223992e-01,8.101449275362317959e-01,8.382971014492753836e-01
9.500000000000000000e+01,8.096007826714348710e-01,7.914130434782609136e-01,8.092391304347825720e-01,8.373913043478261597e-01
9.600000000000000000e+01,8.101845865487169451e-01,7.926086956521739557e-01,8.100155279503105099e-01,8.320869565217391406e-01
9.700000000000000000e+01,8.102563680281071878e-01,7.826086956521739468e-01,8.096618357487923578e-01,8.395652173913044081e-01
9.800000000000000000e+01,8.068232793776271006e-01,7.748913043478261597e-01,8.102766798418972183e-01,8.227391304347826395e-01
9.900000000000000000e+01,8.099439974276929632e-01,7.903754940711462673e-01,8.092885375494071054e-01,8.306739130434782625e-01
1.000000000000000000e+02,8.068158055712404408e-01,7.767391304347825987e-01,8.090250329380763716e-01,8.339492753623188870e-01
1.010000000000000000e+02,8.064598704435661514e-01,7.896386222473178451e-01,8.038043478260870067e-01,8.339130434782608958e-01
1.020000000000000000e+02,8.094729358805446973e-01,7.820289855072464213e-01,8.091304347826087096e-01,8.316521739130434687e-01
1.030000000000000000e+02,8.100966654118828547e-01,7.925345849802372111e-01,8.094861660079051280e-01,8.250434782608695450e-01
1.040000000000000000e+02,8.107366208670556684e-01,7.905978260869565011e-01,8.083003952569169925e-01,8.293043478260868628e-01
1.050000000000000000e+02,8.128871557186776453e-01,7.904347826086955964e-01,8.124568668046928677e-01,8.392391304347825987e-01
1.060000000000000000e+02,8.090683151389674865e-01,7.913043478260870511e-01,8.085544889892715137e-01,8.349637681159420843e-01
1.070000000000000000e+02,8.116539070832547997e-01,7.838735177865612247e-01,8.097437888198757427e-01,8.455434782608695077e-01
1.080000000000000000e+02,8.093225029801116577e-01,8.010276679841896730e-01,8.093167701863354102e-01,8.203260869565217606e-01
1.090000000000000000e+02,8.086416729405858650e-01,7.868840579710144612e-01,8.059782608695651440e-01,8.257173913043478475e-01
1.100000000000000000e+02,8.114457227555055274e-01,7.885968379446640641e-01,8.146986166007905705e-01,8.366304347826086785e-01
1.110000000000000000e+02,8.120611550285463665e-01,7.938603425559946913e-01,8.105935127674257501e-01,8.295652173913043992e-01
1.120000000000000000e+02,8.105551085388043031e-01,7.955731225296442943e-01,8.133540372670806651e-01,8.242753623188405765e-01
1.130000000000000000e+02,8.098671732856518313e-01,7.948967940272287924e-01,8.062456866804692535e-01,8.269130434782608896e-01
1.140000000000000000e+02,8.098904259991215326e-01,7.886956521739130199e-01,8.106719367588932634e-01,8.255434782608694899e-01
1.150000000000000000e+02,8.058542725390550610e-01,7.884584980237154817e-01,8.060559006211180932e-01,8.218695652173912958e-01
1.160000000000000000e+02,8.123651499466717496e-01,7.990645586297761005e-01,8.124223602484472728e-01,8.242608695652173800e-01
1.170000000000000000e+02,8.080042348955392972e-01,7.868115942028985899e-01,8.107142857142857206e-01,8.300711462450592881e-01
1.180000000000000000e+02,8.029022837066316365e-01,7.853359683794466362e-01,8.043995859213250998e-01,8.239710144927535618e-01
1.190000000000000000e+02,8.069531808770937786e-01,7.669960474308300524e-01,8.106625258799171618e-01,8.309130434782608932e-01
1.200000000000000000e+02,8.057753623188406156e-01,7.867908902691511663e-01,8.087474120082815965e-01,8.267632850241546372e-01
1.210000000000000000e+02,8.072334211682037353e-01,7.743043478260869250e-01,8.096963423050379527e-01,8.258142292490118219e-01
1.220000000000000000e+02,8.075623941276115492e-01,7.856521739130435389e-01,8.090579710144927272e-01,8.300434782608695494e-01
1.230000000000000000e+02,8.058783643892339921e-01,7.846956521739130164e-01,8.045031055900621064e-01,8.347075098814229488e-01
1.240000000000000000e+02,8.101906089080003204e-01,7.863043478260869357e-01,8.108350586611456912e-01,8.316521739130434687e-01
1.250000000000000000e+02,8.083451343342646922e-01,7.843394648829431492e-01,8.074637681159420044e-01,8.317391304347825365e-01
1.260000000000000000e+02,8.022358860945818515e-01,7.885618729096990354e-01,8.054347826086956097e-01,8.192490118577075986e-01
1.270000000000000000e+02,8.094323381932078121e-01,7.778260869565216673e-01,8.099120082815735033e-01,8.281642512077295182e-01
1.280000000000000000e+02,8.084455387607560883e-01,7.834373838721665484e-01,8.077639751552794234e-01,8.341932367149759164e-01
1.290000000000000000e+02,8.056661237313411661e-01,7.839046822742474774e-01,8.037267080745341685e-01,8.364734299516908278e-01
1.300000000000000000e+02,8.149357019791804158e-01,7.823913043478261109e-01,8.173913043478261420e-01,8.419130434782609029e-01
1.310000000000000000e+02,8.150684641445510303e-01,7.891304347826086918e-01,8.142512077294685735e-01,8.381159420289855388e-01
1.320000000000000000e+02,8.082111958090220094e-01,7.806521739130435344e-01,8.100621118012423238e-01,8.384444444444444366e-01
1.330000000000000000e+02,8.084903067946545008e-01,7.628260869565216540e-01,8.145652173913042748e-01,8.348309178743961168e-01
1.340000000000000000e+02,8.095317122491035855e-01,7.815942028985507495e-01,8.129446640316204675e-01,8.314975845410628175e-01
1.350000000000000000e+02,8.040593512767426621e-01,7.697342995169081936e-01,8.107142857142857206e-01,8.296038647342995898e-01
1.360000000000000000e+02,8.062786271699318164e-01,7.767632850241545928e-01,8.056521739130434456e-01,8.383961352657004484e-01
1.370000000000000000e+02,8.103279860236382026e-01,7.842512077294685469e-01,8.132608695652174813e-01,8.359516908212560882e-01
1.380000000000000000e+02,8.055014430014431071e-01,7.656521739130435211e-01,8.082608695652173658e-01,8.305217391304348107e-01
1.390000000000000000e+02,8.103309649287908645e-01,7.807608695652173969e-01,8.128019323671498153e-01,8.336376811594203851e-01
1.400000000000000000e+02,8.043134606938954212e-01,7.600483091787439971e-01,8.095652173913043814e-01,8.349710144927536826e-01
1.410000000000000000e+02,8.066715132693392798e-01,7.676086956521739335e-01,8.093167701863354102e-01,8.304589371980676260e-01
1.420000000000000000e+02,8.110048073906768185e-01,7.724033816425120991e-01,8.151932367149758996e-01,8.395603864734300092e-01
1.430000000000000000e+02,8.093642480707698983e-01,7.731884057971014634e-01,8.121739130434781906e-01,8.333913043478261562e-01
1.440000000000000000e+02,8.093083474496518548e-01,7.738043478260869801e-01,8.137922705314009075e-01,8.336956521739130599e-01
1.450000000000000000e+02,8.087657475374866456e-01,7.833074534161490465e-01,8.117753623188406209e-01,8.346086956521739930e-01
1.460000000000000000e+02,8.131788929669363508e-01,7.879347826086956497e-01,8.208695652173912949e-01,8.358550724637681117e-01
1.470000000000000000e+02,8.065524734926908801e-01,7.794565217391304923e-01,8.051581027667984447e-01,8.306521739130434678e-01
1.480000000000000000e+02,8.098320707070708613e-01,7.680434782608696054e-01,8.131340579710144567e-01,8.406376811594202803e-01
